name,deployment,tenancy,healthcheck-manual,lifecycle,tier,url,date-operation-start,feature-flags-requested,healthcheck-automated,feature-flows-count,feature-sessions-count,id,ext-fno-instanceid,ext-cisco-subscriptionid,ext-salesforce-url
Blackrock - (blackrock) ,blackrock-us,sla-blk1p-iad,true,live,prod,https://blackrock.analytics.accedian.io,2020-09-30,"session,capture",undefined,0,10556,060ef7be-012f-4fb1-a1bc-b2cc0d76f42d,1SVY7HJPF0H5,undefined,-
